entry_date,AcidBurn86,gere-lajos,vovakovalchukk,xHeaven
2026-03-01 13:17:03,,,2.6808380831,
2026-03-01 13:17:42,,,2.6808380831,
2026-03-01 13:18:56,,,2.6808380831,
2026-03-01 13:19:30,,,2.6808380831,
2026-03-01 13:20:42,,,2.6808380831,
2026-03-01 13:21:44,,,2.6808380831,
2026-03-01 13:22:50,,,2.6808380831,
2026-03-01 13:40:16,,,2.6808380831,
2026-03-01 14:02:14,,,2.6808380831,
2026-03-01 14:38:07,,,2.6808380831,2.6556738084
2026-03-01 15:39:11,,,2.6808380831,2.6556738084
2026-03-01 15:40:45,,,2.6808380831,2.6556738084
2026-03-01 15:48:32,,,2.67810794884,2.6556738084
2026-03-01 15:53:31,2.91710051836,,2.67810794884,2.6556738084
2026-03-01 15:54:44,2.91710051836,,2.67810794884,2.6556738084
2026-03-01 16:07:39,2.91710051836,,2.66494135572,2.6556738084
2026-03-01 16:31:01,2.91710051836,,2.66494135572,2.6556738084
2026-03-01 16:39:11,2.91710051836,,2.66494135572,2.6556738084
2026-03-01 16:43:48,2.91710051836,2.70761252894,2.66494135572,2.6556738084
2026-03-01 16:44:39,2.91710051836,2.70761252894,2.66494135572,2.65473694936
2026-03-01 17:00:02,2.91710051836,2.70761252894,2.66494135572,2.65473694936
2026-03-01 17:00:40,2.80110766314,2.70761252894,2.66494135572,2.65473694936
2026-03-01 17:01:24,2.80110766314,2.70583953824,2.66494135572,2.65473694936
2026-03-01 17:07:44,2.80110766314,2.70583953824,2.66494135572,2.65473694936
2026-03-01 17:45:37,2.80110766314,2.70583953824,2.66494135572,2.65473694936
2026-03-01 17:46:16,2.80110766314,2.70583953824,2.66494135572,2.65473694936
2026-03-01 17:49:11,2.80110766314,2.70583953824,2.66494135572,2.65473694936
2026-03-01 17:49:45,2.80110766314,2.6964465831,2.66494135572,2.65473694936
2026-03-01 18:07:01,2.80110766314,2.6956971315,2.66494135572,2.65473694936
2026-03-01 18:17:08,2.80110766314,2.6956971315,2.66494135572,2.65473694936
2026-03-01 18:30:58,2.80110766314,2.69567595786,2.66494135572,2.65473694936
2026-03-01 18:32:45,2.80110766314,2.68787561018,2.66494135572,2.65473694936
2026-03-01 18:42:13,2.80110766314,2.67948875594,2.66494135572,2.65473694936
2026-03-01 18:42:51,2.80110766314,2.67948875594,2.66494135572,2.65298215048
2026-03-01 19:07:43,2.80110766314,2.67287149064,2.66494135572,2.65298215048
2026-03-01 19:11:59,2.80110766314,2.67287149064,2.66494135572,2.65298215048
2026-03-01 19:14:33,2.80110766314,2.67287149064,2.66494135572,2.65298215048
2026-03-01 19:28:51,2.80110766314,2.67287149064,2.66494135572,2.65298215048
